body_id,LN_instance,LN_type,combined_LN_type,broad_LN_group,orn_input_total,ipsi_orn_input_total,contra_orn_input_total,contra_orn_preference_weighted,contra_orn_preference_unweighted,pn_output_weight_total,ln_total_connections,sum_pn_output_fraction,sum_pn_output_percent,max_glomerulus_pn_output_percent,mean_glomerulus_pn_output_percent,pn_weighted_contra_orn_preference,n_orn_glomeruli,n_pn_glomeruli,n_convergent_glomeruli,orn_support_weight,body_convergence_score,body_score_rank,passes_body_orn_input_filter,log_pn_output_weight_total
1640909284,lLN2F_b(Full)_R,lLN2F_b,lLN2F,lLN2F,7640.0,1840.0,5800.0,0.518324607329843,0.25567422474379886,1905.0,15956.0,0.1193908247681123,11.93908247681123,1.830032589621459,0.2487308849335673,0.3811602888106599,31,48,31,1.0,3.9147824415560244,11,True,3.2801228963023075
5813069085,lLN2S(Star)_R,lLN2S,lLN2S,lLN2S,964.0,221.0,743.0,0.5414937759336099,0.20465657169762588,1228.0,4552.0,0.2697715289982425,26.977152899824254,5.645869947275923,0.5739819765920053,0.3488199280737859,30,47,30,1.0,3.8521629555948858,12,True,3.089551882886454
5813024698,lLN2F_b(Full)_R,lLN2F_b,lLN2F,lLN2F,7025.0,1700.0,5325.0,0.5160142348754448,0.34256655326530194,1636.0,16264.0,0.10059026069847515,10.059026069847516,1.7646335464830298,0.22353391266327813,0.49692253093424116,27,45,27,1.0,3.818825564835639,13,True,3.2140486794119414
5813075196,lLN2R_a(Regional)_R,lLN2R_a,lLN2R,lLN2R,887.0,176.0,711.0,0.6031567080045096,0.4234163674801383,553.0,2765.0,0.20000000000000004,20.000000000000004,4.990958408679927,0.6896551724137931,0.511510884330151,17,29,16,1.0,3.810240256380831,14,True,2.74350976472843
1672320134,lLN2T_a(Tortuous)_R,lLN2T_a,lLN2T,lLN2T,503.0,128.0,375.0,0.49105367793240556,0.22693394476361445,1326.0,4760.0,0.2785714285714285,27.857142857142854,6.449579831932774,0.6055900621118012,0.37422030443893256,25,46,25,1.0,3.5310079134792347,15,True,3.1228709228644354
5813054773,l2LN18_R,l2LN18,l2LN18,l2LN,1284.0,350.0,934.0,0.45482866043613707,0.2421347081551732,2046.0,5741.0,0.356383905242989,35.6383905242989,5.434593276432677,0.8099634210067933,0.28714352308902946,27,44,27,1.0,3.4676731012665054,16,True,3.311117842662506
1670287030,lLN2F_a(Full)_R,lLN2F_a,lLN2F,lLN2F,3472.0,933.0,2539.0,0.46255760368663595,0.17085614117378484,1439.0,11663.0,0.12338163422790019,12.33816342279002,2.5465146188802192,0.25704507130812543,0.33672394891648094,32,48,32,1.0,3.363903173521744,17,True,3.1583624920952498
1578826464,lLN1_c_R,lLN1_c,lLN1,lLN1,216.0,58.0,158.0,0.4629629629629629,0.054083892328861356,1220.0,3723.0,0.32769272092398605,32.7692720923986,5.42573193661026,0.697218555157417,-0.01074563089769792,16,47,16,1.0,3.290474756532733,18,True,3.0867156639448825
5813034531,lLN2R_a(Regional)_R,lLN2R_a,lLN2R,lLN2R,645.0,147.0,498.0,0.5441860465116279,0.6819288119288119,350.0,2334.0,0.14995715509854327,14.995715509854326,4.927163667523565,0.8821009123443723,0.5917302832531258,9,17,9,1.0,3.189358084397704,19,True,2.545307116465824
5901218894,lLN2F_a(Full)_R,lLN2F_a,lLN2F,lLN2F,3935.0,1146.0,2789.0,0.41753494282083864,0.1382053787762963,1811.0,11694.0,0.15486574311612794,15.486574311612793,2.8903711304942705,0.32263696482526655,0.2710825010231328,32,48,32,1.0,3.1324250057150205,20,True,3.2581581933407944
1730327790,lLN2T_a(Tortuous)_R,lLN2T_a,lLN2T,lLN2T,1470.0,443.0,1027.0,0.39727891156462586,0.4001990767212758,2109.0,5877.0,0.3588565594691169,35.88565594691169,4.79836651352731,0.7635245946151423,0.32914640888947844,27,47,27,1.0,3.0409488736452692,21,True,3.3242824552976926
1640572741,lLN2T_b(Tortuous)_R,lLN2T_b,lLN2T,lLN2T,5485.0,1710.0,3775.0,0.3764813126709207,0.09587972447444508,1982.0,6036.0,0.32836315440689195,32.8363154406892,3.8270377733598413,0.7462798963792999,0.2546287426468563,32,44,32,1.0,2.858383966343369,22,True,3.2973227142053028
5813034493,lLN2T_b(Tortuous)_R,lLN2T_b,lLN2T,lLN2T,4414.0,1376.0,3038.0,0.3765292251925691,0.06687456635565968,1758.0,6001.0,0.2929511748041993,29.29511748041993,5.032494584235961,0.681281801870231,0.09847139986728985,27,43,27,1.0,2.8136149156669283,23,True,3.245265839457461
1670916819,lLN2P_a(Patchy)_R,lLN2P_a,lLN2P,lLN2P,562.0,174.0,388.0,0.3807829181494662,0.11171445931736748,1016.0,1840.0,0.5521739130434783,55.21739130434783,41.52173913043478,2.760869565217391,0.18836586571463548,13,20,11,1.0,2.6367741152213378,24,True,3.0073209529227447
